zpid,id,detailUrl,address,addressStreet,Zipcode,number of bedrooms,number of bathrooms,area,price,latitude,longitude
224765164,224765164,https://www.zillow.com/homedetails/1013-S-Main-St-Stillwater-OK-74074/224765164_zpid/,"1013 S Main St, Stillwater, OK 74074",1013 S Main St,74074,2,2,1036,95000,36.110683,-97.05828
224765167,224765167,https://www.zillow.com/homedetails/1017-S-Main-St-Stillwater-OK-74074/224765167_zpid/,"1017 S Main St, Stillwater, OK 74074",1017 S Main St,74074,3,3,1390,105000,36.11062,-97.058174
224765828,224765828,https://www.zillow.com/homedetails/1421-S-Husband-St-Stillwater-OK-74074/224765828_zpid/,"1421 S Husband St, Stillwater, OK 74074",1421 S Husband St,74074,4,2,1672,126000,36.106266,-97.05998
224765879,224765879,https://www.zillow.com/homedetails/1423-S-Husband-Pl-Stillwater-OK-74074/224765879_zpid/,"1423 S Husband Pl, Stillwater, OK 74074",1423 S Husband Pl,74074,1,1,704,47000,36.10613,-97.05941
224766465,224766465,https://www.zillow.com/homedetails/2411-N-Glenwood-Dr-Stillwater-OK-74075/224766465_zpid/,"2411 N Glenwood Dr, Stillwater, OK 74075",2411 N Glenwood Dr,74075,6,4,2470,215000,36.14732,-97.0576
331429285,331429285,https://www.zillow.com/homedetails/1135-S-Chandler-St-Stillwater-OK-74074/331429285_zpid/,"1135 S Chandler St, Stillwater, OK 74074",1135 S Chandler St,74074,4,2,1484,274000,36.10864,-97.11432
86101587,86101587,https://www.zillow.com/homedetails/2623-S-Pioneer-Trl-Stillwater-OK-74074/86101587_zpid/,"2623 S Pioneer Trl, Stillwater, OK 74074",2623 S Pioneer Trl,74074,4,3,2302,125001,36.09326,-97.095665
86101768,86101768,https://www.zillow.com/homedetails/719-S-McDonald-St-Stillwater-OK-74074/86101768_zpid/,"719 S McDonald St, Stillwater, OK 74074",719 S McDonald St,74074,2,1,912,133000,36.1137,-97.08023
86102913,86102913,https://www.zillow.com/homedetails/123-S-Marshall-St-Stillwater-OK-74074/86102913_zpid/,"123 S Marshall St, Stillwater, OK 74074",123 S Marshall St,74074,4,2,1930,172500,36.121532,-97.04376
86104606,86104606,https://www.zillow.com/homedetails/902-N-Benjamin-St-Stillwater-OK-74075/86104606_zpid/,"902 N Benjamin St, Stillwater, OK 74075",902 N Benjamin St,74075,3,2,1513,188500,36.131603,-97.048225
86108064,86108064,https://www.zillow.com/homedetails/1612-E-4th-Ave-Stillwater-OK-74074/86108064_zpid/,"1612 E 4th Ave, Stillwater, OK 74074",1612 E 4th Ave,74074,2,1,870,90000,36.118477,-97.03872
86109025,86109025,https://www.zillow.com/homedetails/2913-W-25th-Ave-Stillwater-OK-74074/86109025_zpid/,"2913 W 25th Ave, Stillwater, OK 74074",2913 W 25th Ave,74074,4,4,2793,349900,36.09471,-97.095375
93367505,93367505,https://www.zillow.com/homedetails/833-S-Hall-St-Stillwater-OK-74074/93367505_zpid/,"833 S Hall St, Stillwater, OK 74074",833 S Hall St,74074,2,2,796,99000,36.112556,-97.04611
93370656,93370656,https://www.zillow.com/homedetails/2219-W-Stone-Pointe-Ct-Stillwater-OK-74074/93370656_zpid/,"2219 W Stone Pointe Ct, Stillwater, OK 74074",2219 W Stone Pointe Ct,74074,5,5,4149,635000,36.080074,-97.086655
93371303,93371303,https://www.zillow.com/homedetails/306-N-Young-St-Stillwater-OK-74075/93371303_zpid/,"306 N Young St, Stillwater, OK 74075",306 N Young St,74075,5,4,3815,325000,36.12612,-97.03273
86101654,86101654,https://www.zillow.com/homedetails/4620-W-12th-Ave-Stillwater-OK-74074/86101654_zpid/,"4620 W 12th Ave, Stillwater, OK 74074",4620 W 12th Ave,74074,4,2,2070,203500,36.108044,-97.1204
86106751,86106751,https://www.zillow.com/homedetails/4016-W-Deer-Crossing-Dr-Stillwater-OK-74074/86106751_zpid/,"4016 W Deer Crossing Dr, Stillwater, OK 74074",4016 W Deer Crossing Dr,74074,5,4,4320,720000,36.084023,-97.110756
86100666,86100666,https://www.zillow.com/homedetails/3202-E-Peachtree-Ave-Stillwater-OK-74074/86100666_zpid/,"3202 E Peachtree Ave, Stillwater, OK 74074",3202 E Peachtree Ave,74074,3,2,1216,31350,36.11258,-97.01763
86101041,86101041,https://www.zillow.com/homedetails/1121-W-Eskridge-Pl-Stillwater-OK-74075/86101041_zpid/,"1121 W Eskridge Pl, Stillwater, OK 74075",1121 W Eskridge Pl,74075,3,3,2158,260500,36.132805,-97.07287
93365070,93365070,https://www.zillow.com/homedetails/2113-N-Crescent-Dr-Stillwater-OK-74075/93365070_zpid/,"2113 N Crescent Dr, Stillwater, OK 74075",2113 N Crescent Dr,74075,4,3,2439,310000,36.143414,-97.05865
2069416180,2069416180,https://www.zillow.com/homedetails/251-W-Miller-Ave-403-Stillwater-OK-74075/2069416180_zpid/,"251 W Miller Ave #403, Stillwater, OK 74075",251 W Miller Ave #403,74075,4,4,1258,170000,36.12338,-97.06107
86106252,86106252,https://www.zillow.com/homedetails/914-S-Rock-Hollow-Ct-Stillwater-OK-74074/86106252_zpid/,"914 S Rock Hollow Ct, Stillwater, OK 74074",914 S Rock Hollow Ct,74074,4,2,2379,290000,36.11136,-97.135704
86108591,86108591,https://www.zillow.com/homedetails/6159-N-Willis-St-Stillwater-OK-74075/86108591_zpid/,"6159 N Willis St, Stillwater, OK 74075",6159 N Willis St,74075,4,3,1909,294900,36.186554,-97.08439
2066746756,2066746756,https://www.zillow.com/homedetails/2117-Royal-Oak-Dr-Stillwater-OK-74074/2066746756_zpid/,"2117 Royal Oak Dr, Stillwater, OK 74074",2117 Royal Oak Dr,74074,4,2,2206,341000,0.0,0.0
123345338,123345338,https://www.zillow.com/homedetails/5119-W-Reese-Lndg-Stillwater-OK-74075/123345338_zpid/,"5119 W Reese Lndg, Stillwater, OK 74075",5119 W Reese Lndg,74075,3,3,2004,300000,36.132412,-97.12728
2065684583,2065684583,https://www.zillow.com/homedetails/1710-N-Country-Club-Rd-Stillwater-OK-74075/2065684583_zpid/,"1710 N Country Club Rd, Stillwater, OK 74075",1710 N Country Club Rd,74075,4,2,2129,195000,0.0,0.0
2065685197,2065685197,https://www.zillow.com/homedetails/1710-1710-N-Country-Club-Rd-1712-Stillwater-OK-74075/2065685197_zpid/,"1710-1710 N Country Club Rd #1712, Stillwater, OK 74075",1710-1710 N Country Club Rd #1712,74075,4,2,2129,195000,0.0,0.0
2069355643,2069355643,https://www.zillow.com/homedetails/251-W-Miller-Ave-109-Stillwater-OK-74075/2069355643_zpid/,"251 W Miller Ave #109, Stillwater, OK 74075",251 W Miller Ave #109,74075,2,2,882,150000,36.12338,-97.06107
224759126,224759126,https://www.zillow.com/homedetails/1400-N-Perkins-Rd-APT-A8-Stillwater-OK-74075/224759126_zpid/,"1400 N Perkins Rd APT A8, Stillwater, OK 74075",1400 N Perkins Rd APT A8,74075,3,2,1324,70000,36.137405,-97.053734
224763632,224763632,https://www.zillow.com/homedetails/213-W-4th-Ave-Stillwater-OK-74074/224763632_zpid/,"213 W 4th Ave, Stillwater, OK 74074",213 W 4th Ave,74074,0,2,936,99500,36.117607,-97.060844
224765617,224765617,https://www.zillow.com/homedetails/911-E-Brooke-Ave-Stillwater-OK-74075/224765617_zpid/,"911 E Brooke Ave, Stillwater, OK 74075",911 E Brooke Ave,74075,3,2,1002,40000,36.13936,-97.046234
224766005,224766005,https://www.zillow.com/homedetails/1307-S-Lewis-St-Stillwater-OK-74074/224766005_zpid/,"1307 S Lewis St, Stillwater, OK 74074",1307 S Lewis St,74074,3,1,1080,95000,36.107433,-97.05679
244056081,244056081,https://www.zillow.com/homedetails/1710-N-Country-Club-Rd-Cushing-OK-74075/244056081_zpid/,"1710 N Country Club Rd, Cushing, OK 74075",1710 N Country Club Rd,74075,2,2,2129,195000,36.138668,-97.12361
86072253,86072253,https://www.zillow.com/homedetails/18051-Deer-Rdg-Stillwater-OK-74075/86072253_zpid/,"18051 Deer Rdg, Stillwater, OK 74075",18051 Deer Rdg,74075,5,3,2857,500000,36.20645,-97.160675
86100804,86100804,https://www.zillow.com/homedetails/1612-S-Dublin-Dr-Stillwater-OK-74074/86100804_zpid/,"1612 S Dublin Dr, Stillwater, OK 74074",1612 S Dublin Dr,74074,4,2,1867,241000,36.10426,-97.11367
86103972,86103972,https://www.zillow.com/homedetails/1405-E-Will-Rogers-Dr-Stillwater-OK-74075/86103972_zpid/,"1405 E Will Rogers Dr, Stillwater, OK 74075",1405 E Will Rogers Dr,74075,3,2,1511,210000,36.13435,-97.041916
86107087,86107087,https://www.zillow.com/homedetails/1009-S-Pecan-Hill-St-Stillwater-OK-74074/86107087_zpid/,"1009 S Pecan Hill St, Stillwater, OK 74074",1009 S Pecan Hill St,74074,4,3,2568,395000,36.111443,-97.13657
93365102,93365102,https://www.zillow.com/homedetails/2001-N-Crescent-Dr-Stillwater-OK-74075/93365102_zpid/,"2001 N Crescent Dr, Stillwater, OK 74075",2001 N Crescent Dr,74075,5,4,3861,308000,36.141636,-97.05917
93369896,93369896,https://www.zillow.com/homedetails/103-S-Edna-Dr-Stillwater-OK-74075/93369896_zpid/,"103 S Edna Dr, Stillwater, OK 74075",103 S Edna Dr,74075,3,2,1656,90000,36.121696,-97.00694
86101163,86101163,https://www.zillow.com/homedetails/2702-N-Monroe-St-Stillwater-OK-74075/86101163_zpid/,"2702 N Monroe St, Stillwater, OK 74075",2702 N Monroe St,74075,3,1,1396,188000,36.149433,-97.07247
224767968,224767968,https://www.zillow.com/homedetails/1701-W-22nd-Ave-Stillwater-OK-74074/224767968_zpid/,"1701 W 22nd Ave, Stillwater, OK 74074",1701 W 22nd Ave,74074,4,6,3628,245000,36.097607,-97.08058
224767970,224767970,https://www.zillow.com/homedetails/1619-W-22nd-Ave-Stillwater-OK-74074/224767970_zpid/,"1619 W 22nd Ave, Stillwater, OK 74074",1619 W 22nd Ave,74074,3,6,3628,245000,36.097496,-97.08009
86104982,86104982,https://www.zillow.com/homedetails/1023-E-Virginia-Ave-Stillwater-OK-74075/86104982_zpid/,"1023 E Virginia Ave, Stillwater, OK 74075",1023 E Virginia Ave,74075,3,2,1305,167900,36.122925,-97.04548
125524784,125524784,https://www.zillow.com/homedetails/4905-S-Deerfield-Dr-Stillwater-OK-74074/125524784_zpid/,"4905 S Deerfield Dr, Stillwater, OK 74074",4905 S Deerfield Dr,74074,4,3,3710,323418,36.065872,-97.10084
224763428,224763428,https://www.zillow.com/homedetails/141-S-Melrose-Dr-Stillwater-OK-74074/224763428_zpid/,"141 S Melrose Dr, Stillwater, OK 74074",141 S Melrose Dr,74074,3,2,1622,235000,36.11998,-97.07728
86100146,86100146,https://www.zillow.com/homedetails/2915-W-18th-Ave-Stillwater-OK-74074/86100146_zpid/,"2915 W 18th Ave, Stillwater, OK 74074",2915 W 18th Ave,74074,3,2,1880,180000,36.10167,-97.095375
86100537,86100537,https://www.zillow.com/homedetails/2206-W-23rd-Ave-Stillwater-OK-74074/86100537_zpid/,"2206 W 23rd Ave, Stillwater, OK 74074",2206 W 23rd Ave,74074,3,2,1496,160000,36.097443,-97.08584
86101231,86101231,https://www.zillow.com/homedetails/1214-S-Fairway-Dr-Stillwater-OK-74074/86101231_zpid/,"1214 S Fairway Dr, Stillwater, OK 74074",1214 S Fairway Dr,74074,3,2,2855,304000,36.105904,-97.12951
86101384,86101384,https://www.zillow.com/homedetails/1601-E-McElroy-Pl-Stillwater-OK-74075/86101384_zpid/,"1601 E McElroy Pl, Stillwater, OK 74075",1601 E McElroy Pl,74075,4,2,1882,197000,36.129704,-97.03931
86102613,86102613,https://www.zillow.com/homedetails/1711-S-Fairfield-Dr-Stillwater-OK-74074/86102613_zpid/,"1711 S Fairfield Dr, Stillwater, OK 74074",1711 S Fairfield Dr,74074,3,2,2148,209000,36.102497,-97.11853
86102953,86102953,https://www.zillow.com/homedetails/1112-W-Harned-Ave-Stillwater-OK-74075/86102953_zpid/,"1112 W Harned Ave, Stillwater, OK 74075",1112 W Harned Ave,74075,3,2,1952,250000,36.15488,-97.072754
224749797,224749797,https://www.zillow.com/homedetails/3801-S-Perkins-Rd-Stillwater-OK-74074/224749797_zpid/,"3801 S Perkins Rd, Stillwater, OK 74074",3801 S Perkins Rd,74074,4,3,2398,280000,36.079163,-97.04664
224760268,224760268,https://www.zillow.com/homedetails/902-S-McFarland-St-Stillwater-OK-74074/224760268_zpid/,"902 S McFarland St, Stillwater, OK 74074",902 S McFarland St,74074,3,2,1303,165000,36.112053,-97.08306
248721648,248721648,https://www.zillow.com/homedetails/4416-S-Perkins-Rd-Stillwater-OK-74074/248721648_zpid/,"4416 S Perkins Rd, Stillwater, OK 74074",4416 S Perkins Rd,74074,3,1,720,724500,36.06808,-97.05363
86107540,86107540,https://www.zillow.com/homedetails/2620-S-Oxford-Dr-Stillwater-OK-74074/86107540_zpid/,"2620 S Oxford Dr, Stillwater, OK 74074",2620 S Oxford Dr,74074,4,2,2087,277500,36.09198,-97.09138
93371087,93371087,https://www.zillow.com/homedetails/1320-E-Eastern-Ave-Stillwater-OK-74074/93371087_zpid/,"1320 E Eastern Ave, Stillwater, OK 74074",1320 E Eastern Ave,74074,3,1,1352,115000,36.120724,-97.04225
94892129,94892129,https://www.zillow.com/homedetails/4601-N-Evergreen-St-Stillwater-OK-74075/94892129_zpid/,"4601 N Evergreen St, Stillwater, OK 74075",4601 N Evergreen St,74075,2,1,998,150000,36.16958,-97.05206
2067469974,2067469974,https://www.zillow.com/homedetails/1810-Carnley-St-Stillwater-OK-74075/2067469974_zpid/,"1810 Carnley St, Stillwater, OK 74075",1810 Carnley St,74075,3,2,1525,202415,0.0,0.0
2067469978,2067469978,https://www.zillow.com/homedetails/1816-Carnley-St-Stillwater-OK-74075/2067469978_zpid/,"1816 Carnley St, Stillwater, OK 74075",1816 Carnley St,74075,3,2,1404,197525,0.0,0.0
224761394,224761394,https://www.zillow.com/homedetails/306-S-Berry-St-Stillwater-OK-74074/224761394_zpid/,"306 S Berry St, Stillwater, OK 74074",306 S Berry St,74074,2,2,1024,75000,36.119095,-97.04635
