zpid,id,detailUrl,address,addressStreet,Zipcode,number of bedrooms,number of bathrooms,area,price,latitude,longitude
86106640,86106640,https://www.zillow.com/homedetails/5919-E-15th-Ave-Stillwater-OK-74074/86106640_zpid/,"5919 E 15th Ave, Stillwater, OK 74074",5919 E 15th Ave,74074,8,4,7331,320000,36.10448,-96.97707
224758534,224758534,https://www.zillow.com/homedetails/4114-W-Westbrook-Dr-Stillwater-OK-74074/224758534_zpid/,"4114 W Westbrook Dr, Stillwater, OK 74074",4114 W Westbrook Dr,74074,3,2,1565,203270,36.103012,-97.11263
224767037,224767037,https://www.zillow.com/homedetails/2305-S-Bluestone-St-Stillwater-OK-74074/224767037_zpid/,"2305 S Bluestone St, Stillwater, OK 74074",2305 S Bluestone St,74074,6,4,2974,275000,36.0966,-97.07849
86100581,86100581,https://www.zillow.com/homedetails/1123-E-Willham-Dr-Stillwater-OK-74075/86100581_zpid/,"1123 E Willham Dr, Stillwater, OK 74075",1123 E Willham Dr,74075,3,2,1562,173000,36.132362,-97.04427
86108219,86108219,https://www.zillow.com/homedetails/2314-N-Benjamin-St-Stillwater-OK-74075/86108219_zpid/,"2314 N Benjamin St, Stillwater, OK 74075",2314 N Benjamin St,74075,3,2,1236,195000,36.14583,-97.04703
2060876843,2060876843,https://www.zillow.com/homedetails/2016-Royal-Oak-Dr-Stillwater-OK-74074/2060876843_zpid/,"2016 Royal Oak Dr, Stillwater, OK 74074",2016 Royal Oak Dr,74074,4,2,2416,388000,0.0,0.0
333476855,333476855,https://www.zillow.com/homedetails/2125-W-Shadow-Rdg-Stillwater-OK-74074/333476855_zpid/,"2125 W Shadow Rdg, Stillwater, OK 74074",2125 W Shadow Rdg,74074,3,3,2403,421000,36.023937,-97.08502
86073219,86073219,https://www.zillow.com/homedetails/1027-W-Chatburn-Dr-Stillwater-OK-74075/86073219_zpid/,"1027 W Chatburn Dr, Stillwater, OK 74075",1027 W Chatburn Dr,74075,3,2,1458,179900,36.24742,-97.07287
86101492,86101492,https://www.zillow.com/homedetails/3003-S-Black-Oak-Dr-Stillwater-OK-74074/86101492_zpid/,"3003 S Black Oak Dr, Stillwater, OK 74074",3003 S Black Oak Dr,74074,3,2,1591,210000,36.08891,-97.099304
86102397,86102397,https://www.zillow.com/homedetails/909-E-68th-St-Stillwater-OK-74074/86102397_zpid/,"909 E 68th St, Stillwater, OK 74074",909 E 68th St,74074,4,3,2575,335000,36.042263,-97.04687
86108070,86108070,https://www.zillow.com/homedetails/712-S-Brush-Creek-Rd-Stillwater-OK-74074/86108070_zpid/,"712 S Brush Creek Rd, Stillwater, OK 74074",712 S Brush Creek Rd,74074,3,2,2159,155000,36.114193,-97.0161
2062557640,2062557640,https://www.zillow.com/homedetails/2304-S-Pintail-St-Stillwater-OK-74074/2062557640_zpid/,"2304 S Pintail St, Stillwater, OK 74074",2304 S Pintail St,74074,3,3,2026,381812,0.0,0.0
86100767,86100767,https://www.zillow.com/homedetails/4135-W-18th-Ave-Stillwater-OK-74074/86100767_zpid/,"4135 W 18th Ave, Stillwater, OK 74074",4135 W 18th Ave,74074,4,2,1966,221500,36.10171,-97.11314
86105444,86105444,https://www.zillow.com/homedetails/4903-S-Forest-Hills-Dr-Stillwater-OK-74074/86105444_zpid/,"4903 S Forest Hills Dr, Stillwater, OK 74074",4903 S Forest Hills Dr,74074,4,3,2575,385000,36.06573,-97.13383
248777637,248777637,https://www.zillow.com/homedetails/913-S-Linford-Dr-Stillwater-OK-74074/248777637_zpid/,"913 S Linford Dr, Stillwater, OK 74074",913 S Linford Dr,74074,3,2,1305,229000,36.110832,-97.11977
86100178,86100178,https://www.zillow.com/homedetails/2129-W-Sunset-Dr-Stillwater-OK-74074/86100178_zpid/,"2129 W Sunset Dr, Stillwater, OK 74074",2129 W Sunset Dr,74074,3,2,1381,225000,36.120197,-97.084946
224769363,224769363,https://www.zillow.com/homedetails/8215-E-Airport-Rd-Stillwater-OK-74075/224769363_zpid/,"8215 E Airport Rd, Stillwater, OK 74075",8215 E Airport Rd,74075,4,2,1440,112500,36.159317,-96.94209
86100536,86100536,https://www.zillow.com/homedetails/2202-W-23rd-Ave-Stillwater-OK-74074/86100536_zpid/,"2202 W 23rd Ave, Stillwater, OK 74074",2202 W 23rd Ave,74074,4,3,1678,160000,36.09744,-97.0855
86108616,86108616,https://www.zillow.com/homedetails/1516-E-Virginia-Ave-Stillwater-OK-74075/86108616_zpid/,"1516 E Virginia Ave, Stillwater, OK 74075",1516 E Virginia Ave,74075,3,2,1281,205000,36.123627,-97.03908
224769412,224769412,https://www.zillow.com/homedetails/4915-W-Briarcreek-Dr-Stillwater-OK-74074/224769412_zpid/,"4915 W Briarcreek Dr, Stillwater, OK 74074",4915 W Briarcreek Dr,74074,5,4,3460,629000,36.07284,-97.124695
93367544,93367544,https://www.zillow.com/homedetails/620-W-Ranch-Ave-Stillwater-OK-74075/93367544_zpid/,"620 W Ranch Ave, Stillwater, OK 74075",620 W Ranch Ave,74075,4,2,1949,250000,36.164986,-97.0667
120401094,120401094,https://www.zillow.com/homedetails/3212-W-Charleston-Ct-Stillwater-OK-74074/120401094_zpid/,"3212 W Charleston Ct, Stillwater, OK 74074",3212 W Charleston Ct,74074,3,2,2010,365000,36.102966,-97.10045
86104733,86104733,https://www.zillow.com/homedetails/722-E-Burris-Rd-Stillwater-OK-74075/86104733_zpid/,"722 E Burris Rd, Stillwater, OK 74075",722 E Burris Rd,74075,3,2,1726,160000,36.18843,-97.050804
93365256,93365256,https://www.zillow.com/homedetails/41-Windsor-Cir-Stillwater-OK-74074/93365256_zpid/,"41 Windsor Cir, Stillwater, OK 74074",41 Windsor Cir,74074,3,2,1590,194000,36.1189,-97.130875
125521878,125521878,https://www.zillow.com/homedetails/2121-W-Sunset-Dr-Stillwater-OK-74074/125521878_zpid/,"2121 W Sunset Dr, Stillwater, OK 74074",2121 W Sunset Dr,74074,4,3,2100,285000,36.1202,-97.08441
224763100,224763100,https://www.zillow.com/homedetails/1019-E-Franklin-Ave-Stillwater-OK-74075/224763100_zpid/,"1019 E Franklin Ave, Stillwater, OK 74075",1019 E Franklin Ave,74075,3,2,1086,166500,36.137913,-97.04456
86107531,86107531,https://www.zillow.com/homedetails/3823-W-Deer-Crossing-Dr-Stillwater-OK-74074/86107531_zpid/,"3823 W Deer Crossing Dr, Stillwater, OK 74074",3823 W Deer Crossing Dr,74074,5,5,5546,880000,36.08283,-97.10832
2061090511,2061090511,https://www.zillow.com/homedetails/3812-Woodland-Trails-Dr-Stillwater-OK-74074/2061090511_zpid/,"3812 Woodland Trails Dr, Stillwater, OK 74074",3812 Woodland Trails Dr,74074,4,4,4284,585000,36.0822,-97.10578
86073344,86073344,https://www.zillow.com/homedetails/914-W-Choctaw-Ln-Stillwater-OK-74075/86073344_zpid/,"914 W Choctaw Ln, Stillwater, OK 74075",914 W Choctaw Ln,74075,3,2,1385,189000,36.251274,-97.07166
86103326,86103326,https://www.zillow.com/homedetails/424-S-Ridge-Dr-Stillwater-OK-74074/86103326_zpid/,"424 S Ridge Dr, Stillwater, OK 74074",424 S Ridge Dr,74074,3,1,1885,218000,36.11704,-97.08523
86106556,86106556,https://www.zillow.com/homedetails/5111-N-Hunters-Rdg-Stillwater-OK-74075/86106556_zpid/,"5111 N Hunters Rdg, Stillwater, OK 74075",5111 N Hunters Rdg,74075,3,3,2819,430000,36.17594,-97.07649
86106358,86106358,https://www.zillow.com/homedetails/3114-N-Madison-Ct-Stillwater-OK-74075/86106358_zpid/,"3114 N Madison Ct, Stillwater, OK 74075",3114 N Madison Ct,74075,3,2,1505,259000,36.154263,-97.071205
116536017,116536017,https://www.zillow.com/homedetails/2210-N-Briarwood-St-Stillwater-OK-74075/116536017_zpid/,"2210 N Briarwood St, Stillwater, OK 74075",2210 N Briarwood St,74075,3,2,1617,224000,36.14405,-97.04407
2061362047,2061362047,https://www.zillow.com/homedetails/5814-E-Airport-Rd-Stillwater-OK-74075/2061362047_zpid/,"5814 E Airport Rd, Stillwater, OK 74075",5814 E Airport Rd,74075,3,2,1781,270000,36.159637,-96.97862
224761910,224761910,https://www.zillow.com/homedetails/914-W-Parkway-Dr-Stillwater-OK-74075/224761910_zpid/,"914 W Parkway Dr, Stillwater, OK 74075",914 W Parkway Dr,74075,3,2,1122,175500,36.152912,-97.07063
224770364,224770364,https://www.zillow.com/homedetails/6025-N-Canyon-Ct-Stillwater-OK-74075/224770364_zpid/,"6025 N Canyon Ct, Stillwater, OK 74075",6025 N Canyon Ct,74075,3,2,1643,265000,36.185635,-97.05267
86102640,86102640,https://www.zillow.com/homedetails/4718-W-16th-Ave-Stillwater-OK-74074/86102640_zpid/,"4718 W 16th Ave, Stillwater, OK 74074",4718 W 16th Ave,74074,3,2,2055,239000,36.104027,-97.12213
2069981667,2069981667,https://www.zillow.com/homedetails/1807-E-Moore-Ave-Stillwater-OK-74075/2069981667_zpid/,"1807 E Moore Ave, Stillwater, OK 74075",1807 E Moore Ave,74075,3,2,1271,198400,0.0,0.0
224762257,224762257,https://www.zillow.com/homedetails/1107-S-Gray-St-Stillwater-OK-74074/224762257_zpid/,"1107 S Gray St, Stillwater, OK 74074",1107 S Gray St,74074,3,2,2049,180000,36.10969,-97.07556
86101445,86101445,https://www.zillow.com/homedetails/3015-N-Monroe-St-Stillwater-OK-74075/86101445_zpid/,"3015 N Monroe St, Stillwater, OK 74075",3015 N Monroe St,74075,4,2,1825,215000,36.153183,-97.07156
86109561,86109561,https://www.zillow.com/homedetails/6815-S-Sumner-Ln-Stillwater-OK-74074/86109561_zpid/,"6815 S Sumner Ln, Stillwater, OK 74074",6815 S Sumner Ln,74074,6,3,4240,499000,36.04259,-97.02539
93365583,93365583,https://www.zillow.com/homedetails/1207-S-West-St-Stillwater-OK-74074/93365583_zpid/,"1207 S West St, Stillwater, OK 74074",1207 S West St,74074,3,1,1048,129000,36.108418,-97.06362
224753984,224753984,https://www.zillow.com/homedetails/711-N-Donaldson-St-Stillwater-OK-74075/224753984_zpid/,"711 N Donaldson St, Stillwater, OK 74075",711 N Donaldson St,74075,4,2,1621,283675,36.13003,-97.04386
86109546,86109546,https://www.zillow.com/homedetails/6820-Norrie-Ln-Stillwater-OK-74074/86109546_zpid/,"6820 Norrie Ln, Stillwater, OK 74074",6820 Norrie Ln,74074,6,3,2518,234800,36.042435,-97.02767
86100354,86100354,https://www.zillow.com/homedetails/123-S-Keats-Dr-Stillwater-OK-74074/86100354_zpid/,"123 S Keats Dr, Stillwater, OK 74074",123 S Keats Dr,74074,4,3,2062,250000,36.121555,-97.12798
125521273,125521273,https://www.zillow.com/homedetails/2710-S-Husband-St-Stillwater-OK-74074/125521273_zpid/,"2710 S Husband St, Stillwater, OK 74074",2710 S Husband St,74074,2,2,1314,80000,36.09204,-97.06066
224762636,224762636,https://www.zillow.com/homedetails/503-N-Husband-St-Stillwater-OK-74075/224762636_zpid/,"503 N Husband St, Stillwater, OK 74075",503 N Husband St,74075,3,1,1097,134000,36.12788,-97.06024
86099775,86099775,https://www.zillow.com/homedetails/1823-N-Wildwood-Dr-Stillwater-OK-74075/86099775_zpid/,"1823 N Wildwood Dr, Stillwater, OK 74075",1823 N Wildwood Dr,74075,3,2,2039,230000,36.14074,-97.056595
86101090,86101090,https://www.zillow.com/homedetails/4823-W-Crestview-Ave-Stillwater-OK-74074/86101090_zpid/,"4823 W Crestview Ave, Stillwater, OK 74074",4823 W Crestview Ave,74074,3,3,2987,475000,36.10275,-97.12378
86103295,86103295,https://www.zillow.com/homedetails/2524-S-August-St-Stillwater-OK-74074/86103295_zpid/,"2524 S August St, Stillwater, OK 74074",2524 S August St,74074,5,3,3343,324000,36.09446,-97.093445
86108179,86108179,https://www.zillow.com/homedetails/13019-E-6th-Ave-Stillwater-OK-74074/86108179_zpid/,"13019 E 6th Ave, Stillwater, OK 74074",13019 E 6th Ave,74074,3,3,2128,215000,36.114937,-96.87066
86109236,86109236,https://www.zillow.com/homedetails/702-N-Grandview-St-Stillwater-OK-74075/86109236_zpid/,"702 N Grandview St, Stillwater, OK 74075",702 N Grandview St,74075,3,2,2134,260000,36.129814,-97.04202
224749892,224749892,https://www.zillow.com/homedetails/12808-E-Dalton-Ave-Stillwater-OK-74074/224749892_zpid/,"12808 E Dalton Ave, Stillwater, OK 74074",12808 E Dalton Ave,74074,3,3,2946,111500,36.11525,-96.87435
224758491,224758491,https://www.zillow.com/homedetails/4001-W-Westbrook-Dr-Stillwater-OK-74074/224758491_zpid/,"4001 W Westbrook Dr, Stillwater, OK 74074",4001 W Westbrook Dr,74074,3,2,1425,100000,36.104416,-97.110374
224758494,224758494,https://www.zillow.com/homedetails/4009-W-Westbrook-Dr-Stillwater-OK-74074/224758494_zpid/,"4009 W Westbrook Dr, Stillwater, OK 74074",4009 W Westbrook Dr,74074,3,2,1335,110000,36.104153,-97.11077
86104291,86104291,https://www.zillow.com/homedetails/1010-S-Greystone-St-Stillwater-OK-74074/86104291_zpid/,"1010 S Greystone St, Stillwater, OK 74074",1010 S Greystone St,74074,3,3,2314,370000,36.110638,-97.13283
86106840,86106840,https://www.zillow.com/homedetails/5923-N-Chateau-Ct-Stillwater-OK-74075/86106840_zpid/,"5923 N Chateau Ct, Stillwater, OK 74075",5923 N Chateau Ct,74075,4,3,3620,520000,36.185535,-97.06772
86106922,86106922,https://www.zillow.com/homedetails/1718-S-Fairgrounds-Stillwater-OK-74074/86106922_zpid/,"1718 S Fairgrounds, Stillwater, OK 74074",1718 S Fairgrounds,74074,2,2,1280,78000,36.10322,-96.9982
2067079953,2067079953,https://www.zillow.com/homedetails/5915-Hallie-Mdws-Stillwater-OK-74074/2067079953_zpid/,"5915 Hallie Mdws, Stillwater, OK 74074",5915 Hallie Mdws,74074,4,2,2036,357000,0.0,0.0
224759069,224759069,https://www.zillow.com/homedetails/1400-N-Perkins-Rd-APT-F43-Stillwater-OK-74075/224759069_zpid/,"1400 N Perkins Rd APT F43, Stillwater, OK 74075",1400 N Perkins Rd APT F43,74075,3,1,1260,67500,36.137405,-97.053734
224762959,224762959,https://www.zillow.com/homedetails/1106-S-Walnut-St-Stillwater-OK-74074/224762959_zpid/,"1106 S Walnut St, Stillwater, OK 74074",1106 S Walnut St,74074,2,1,902,100000,36.109844,-97.07858
86103563,86103563,https://www.zillow.com/homedetails/2120-N-Briarwood-St-Stillwater-OK-74075/86103563_zpid/,"2120 N Briarwood St, Stillwater, OK 74075",2120 N Briarwood St,74075,4,2,1786,103000,36.143402,-97.04406
333476798,333476798,https://www.zillow.com/homedetails/6008-N-Emerald-St-Stillwater-OK-74075/333476798_zpid/,"6008 N Emerald St, Stillwater, OK 74075",6008 N Emerald St,74075,4,2,1989,332000,36.18576,-97.05716
86104122,86104122,https://www.zillow.com/homedetails/1523-E-Will-Rogers-Dr-Stillwater-OK-74075/86104122_zpid/,"1523 E Will Rogers Dr, Stillwater, OK 74075",1523 E Will Rogers Dr,74075,3,2,1534,205000,36.134327,-97.03919
86105960,86105960,https://www.zillow.com/homedetails/1908-N-Brooke-Hollow-Ct-Stillwater-OK-74075/86105960_zpid/,"1908 N Brooke Hollow Ct, Stillwater, OK 74075",1908 N Brooke Hollow Ct,74075,3,3,2680,400000,36.141216,-97.07289
112743852,112743852,https://www.zillow.com/homedetails/1218-W-Stonecrest-Ave-Stillwater-OK-74075/112743852_zpid/,"1218 W Stonecrest Ave, Stillwater, OK 74075",1218 W Stonecrest Ave,74075,3,2,1311,170000,36.175297,-97.07472
2067079956,2067079956,https://www.zillow.com/homedetails/5922-Hallie-Mdws-Stillwater-OK-74074/2067079956_zpid/,"5922 Hallie Mdws, Stillwater, OK 74074",5922 Hallie Mdws,74074,4,3,2328,405400,0.0,0.0
2069470026,2069470026,https://www.zillow.com/homedetails/2919-N-Jardot-Rd-Stillwater-OK-74075/2069470026_zpid/,"2919 N Jardot Rd, Stillwater, OK 74075",2919 N Jardot Rd,74075,4,3,2964,270000,0.0,0.0
2061800056,2061800056,https://www.zillow.com/homedetails/1611-1611-1613-W-21st-Ave-Stillwater-OK-74074/2061800056_zpid/,"1611 1611/1613 W 21st Ave, Stillwater, OK 74074",1611 1611/1613 W 21st Ave,74074,8,4,3839,280750,0.0,0.0
86106422,86106422,https://www.zillow.com/homedetails/5902-W-Deer-Crk-Stillwater-OK-74074/86106422_zpid/,"5902 W Deer Crk, Stillwater, OK 74074",5902 W Deer Crk,74074,5,4,4456,709500,36.090878,-97.13799
86107135,86107135,https://www.zillow.com/homedetails/5726-W-9th-Ct-Stillwater-OK-74074/86107135_zpid/,"5726 W 9th Ct, Stillwater, OK 74074",5726 W 9th Ct,74074,3,2,1799,265000,36.11176,-97.13816
93366149,93366149,https://www.zillow.com/homedetails/1101-S-Westwood-Dr-Stillwater-OK-74074/93366149_zpid/,"1101 S Westwood Dr, Stillwater, OK 74074",1101 S Westwood Dr,74074,4,4,3894,420000,36.107807,-97.13005
93370388,93370388,https://www.zillow.com/homedetails/7-Roka-Rdg-Stillwater-OK-74075/93370388_zpid/,"7 Roka Rdg, Stillwater, OK 74075",7 Roka Rdg,74075,4,4,3401,495000,36.201042,-97.068954
2062786705,2062786705,https://www.zillow.com/homedetails/5700-S-Jesse-Ln-Stillwater-OK-74074/2062786705_zpid/,"5700 S Jesse Ln, Stillwater, OK 74074",5700 S Jesse Ln,74074,0,0,900,45000,0.0,0.0
224770387,224770387,https://www.zillow.com/homedetails/704-E-Macy-Ln-Stillwater-OK-74075/224770387_zpid/,"704 E Macy Ln, Stillwater, OK 74075",704 E Macy Ln,74075,3,2,1917,287500,36.177933,-97.05042
86100504,86100504,https://www.zillow.com/homedetails/1310-S-Duncan-St-Stillwater-OK-74074/86100504_zpid/,"1310 S Duncan St, Stillwater, OK 74074",1310 S Duncan St,74074,1,1,632,86500,36.107376,-97.06157
86105619,86105619,https://www.zillow.com/homedetails/3403-S-Washington-St-Stillwater-OK-74074/86105619_zpid/,"3403 S Washington St, Stillwater, OK 74074",3403 S Washington St,74074,4,3,2283,428500,36.084,-97.06739
224754001,224754001,https://www.zillow.com/homedetails/724-N-Manning-St-Stillwater-OK-74075/224754001_zpid/,"724 N Manning St, Stillwater, OK 74075",724 N Manning St,74075,3,2,1625,284375,36.130283,-97.043335
86100632,86100632,https://www.zillow.com/homedetails/1012-N-Sunnybrook-Dr-Stillwater-OK-74075/86100632_zpid/,"1012 N Sunnybrook Dr, Stillwater, OK 74075",1012 N Sunnybrook Dr,74075,3,2,1486,185000,36.133305,-97.045265
86102279,86102279,https://www.zillow.com/homedetails/705-E-Park-Pl-Stillwater-OK-74075/86102279_zpid/,"705 E Park Pl, Stillwater, OK 74075",705 E Park Pl,74075,3,2,1231,177000,36.18061,-97.050385
86103780,86103780,https://www.zillow.com/homedetails/3801-N-Washington-St-Stillwater-OK-74075/86103780_zpid/,"3801 N Washington St, Stillwater, OK 74075",3801 N Washington St,74075,4,3,2350,47000,36.161137,-97.06895
86107645,86107645,https://www.zillow.com/homedetails/2507-W-Summerlin-Ct-Stillwater-OK-74074/86107645_zpid/,"2507 W Summerlin Ct, Stillwater, OK 74074",2507 W Summerlin Ct,74074,4,4,3727,640000,36.09626,-97.089745
224757691,224757691,https://www.zillow.com/homedetails/2129-W-Sherwood-Ave-Stillwater-OK-74074/224757691_zpid/,"2129 W Sherwood Ave, Stillwater, OK 74074",2129 W Sherwood Ave,74074,2,1,955,125000,36.121788,-97.08495
123345165,123345165,https://www.zillow.com/homedetails/1726-S-Fiddlers-Hill-St-Stillwater-OK-74074/123345165_zpid/,"1726 S Fiddlers Hill St, Stillwater, OK 74074",1726 S Fiddlers Hill St,74074,4,3,2129,350000,36.102608,-97.11476
125521575,125521575,https://www.zillow.com/homedetails/505-E-Greenbriar-Cir-Stillwater-OK-74075/125521575_zpid/,"505 E Greenbriar Cir, Stillwater, OK 74075",505 E Greenbriar Cir,74075,3,2,1387,175000,36.17051,-97.0529
333476853,333476853,https://www.zillow.com/homedetails/2101-W-Shadow-Rdg-Stillwater-OK-74074/333476853_zpid/,"2101 W Shadow Rdg, Stillwater, OK 74074",2101 W Shadow Rdg,74074,3,2,2198,363475,36.023937,-97.08386
86104491,86104491,https://www.zillow.com/homedetails/807-N-Dryden-Cir-Stillwater-OK-74075/86104491_zpid/,"807 N Dryden Cir, Stillwater, OK 74075",807 N Dryden Cir,74075,4,4,1762,212000,36.133995,-97.047516
86105611,86105611,https://www.zillow.com/homedetails/2024-E-Connell-Ct-Stillwater-OK-74075/86105611_zpid/,"2024 E Connell Ct, Stillwater, OK 74075",2024 E Connell Ct,74075,3,3,1411,179000,36.12851,-97.033775
86107719,86107719,https://www.zillow.com/homedetails/4624-Haley-Ln-Stillwater-OK-74074/86107719_zpid/,"4624 Haley Ln, Stillwater, OK 74074",4624 Haley Ln,74074,4,2,2053,315000,36.097145,-96.99595
86109351,86109351,https://www.zillow.com/homedetails/4907-W-Ja-Linda-Lou-Ct-Stillwater-OK-74074/86109351_zpid/,"4907 W Ja Linda Lou Ct, Stillwater, OK 74074",4907 W Ja Linda Lou Ct,74074,5,5,3835,525000,36.098995,-97.12431
93365645,93365645,https://www.zillow.com/homedetails/1124-W-Osage-Dr-Stillwater-OK-74075/93365645_zpid/,"1124 W Osage Dr, Stillwater, OK 74075",1124 W Osage Dr,74075,3,2,1736,225000,36.150322,-97.07288
116535959,116535959,https://www.zillow.com/homedetails/540-E-Greenbriar-Cir-Stillwater-OK-74075/116535959_zpid/,"540 E Greenbriar Cir, Stillwater, OK 74075",540 E Greenbriar Cir,74075,2,1,990,125000,36.170033,-97.05283
224770361,224770361,https://www.zillow.com/homedetails/6013-N-Canyon-Ct-Stillwater-OK-74075/224770361_zpid/,"6013 N Canyon Ct, Stillwater, OK 74075",6013 N Canyon Ct,74075,3,2,1715,295000,36.18543,-97.05311
86105117,86105117,https://www.zillow.com/homedetails/1212-E-Sunrise-Ave-Stillwater-OK-74075/86105117_zpid/,"1212 E Sunrise Ave, Stillwater, OK 74075",1212 E Sunrise Ave,74075,3,1,1286,116000,36.13801,-97.04296
86109363,86109363,https://www.zillow.com/homedetails/5004-W-Loper-Ave-Stillwater-OK-74074/86109363_zpid/,"5004 W Loper Ave, Stillwater, OK 74074",5004 W Loper Ave,74074,4,4,2852,427500,36.098564,-97.12486
2065499846,2065499846,https://www.zillow.com/homedetails/1912-E-Moore-Ave-Stillwater-OK-74075/2065499846_zpid/,"1912 E Moore Ave, Stillwater, OK 74075",1912 E Moore Ave,74075,3,2,1546,237990,0.0,0.0
2065558992,2065558992,https://www.zillow.com/homedetails/1901-E-Brooke-Ave-Stillwater-OK-74075/2065558992_zpid/,"1901 E Brooke Ave, Stillwater, OK 74075",1901 E Brooke Ave,74075,4,2,1917,250765,0.0,0.0
2065681280,2065681280,https://www.zillow.com/homedetails/1904-E-Franklin-Ave-Stillwater-OK-74075/2065681280_zpid/,"1904 E Franklin Ave, Stillwater, OK 74075",1904 E Franklin Ave,74075,3,2,1355,222005,0.0,0.0
2067079955,2067079955,https://www.zillow.com/homedetails/6020-Hallie-Mdws-Stillwater-OK-74074/2067079955_zpid/,"6020 Hallie Mdws, Stillwater, OK 74074",6020 Hallie Mdws,74074,5,3,2178,379900,0.0,0.0
224753081,224753081,https://www.zillow.com/homedetails/3820-S-Quail-Creek-Farms-Rd-Stillwater-OK-74074/224753081_zpid/,"3820 S Quail Creek Farms Rd, Stillwater, OK 74074",3820 S Quail Creek Farms Rd,74074,4,4,3081,380000,36.079185,-97.09869
93370865,93370865,https://www.zillow.com/homedetails/1109-E-Connell-Ave-Stillwater-OK-74075/93370865_zpid/,"1109 E Connell Ave, Stillwater, OK 74075",1109 E Connell Ave,74075,3,2,1785,221000,36.128254,-97.045456
224768461,224768461,https://www.zillow.com/homedetails/3604-S-Fountain-View-Dr-Stillwater-OK-74074/224768461_zpid/,"3604 S Fountain View Dr, Stillwater, OK 74074",3604 S Fountain View Dr,74074,4,3,2586,424900,36.08193,-97.10676
224767196,224767196,https://www.zillow.com/homedetails/121-W-Lakeview-Rd-Stillwater-OK-74075/224767196_zpid/,"121 W Lakeview Rd, Stillwater, OK 74075",121 W Lakeview Rd,74075,3,3,2375,235000,36.144756,-97.06022
125523077,125523077,https://www.zillow.com/homedetails/5011-N-Nancy-Lee-Dr-Stillwater-OK-74075/125523077_zpid/,"5011 N Nancy Lee Dr, Stillwater, OK 74075",5011 N Nancy Lee Dr,74075,3,2,1309,205000,36.17442,-97.07205
224770113,224770113,https://www.zillow.com/homedetails/510-E-Copper-Canyon-Ave-Stillwater-OK-74075/224770113_zpid/,"510 E Copper Canyon Ave, Stillwater, OK 74075",510 E Copper Canyon Ave,74075,3,2,1994,286000,36.18792,-97.05345
224770427,224770427,https://www.zillow.com/homedetails/5106-Red-Rose-Dr-Stillwater-OK-74074/224770427_zpid/,"5106 Red Rose Dr, Stillwater, OK 74074",5106 Red Rose Dr,74074,4,3,2835,514900,36.06749,-97.12947
224770739,224770739,https://www.zillow.com/homedetails/3104-W-Wellington-Dr-Stillwater-OK-74074/224770739_zpid/,"3104 W Wellington Dr, Stillwater, OK 74074",3104 W Wellington Dr,74074,4,3,2842,480000,36.10186,-97.0978
331429014,331429014,https://www.zillow.com/homedetails/6005-Hallies-Mdw-Stillwater-OK-74074/331429014_zpid/,"6005 Hallies Mdw, Stillwater, OK 74074",6005 Hallies Mdw,74074,3,2,2131,350000,36.051422,-97.08811
86108243,86108243,https://www.zillow.com/homedetails/3308-W-Cypress-Mill-Ave-Stillwater-OK-74074/86108243_zpid/,"3308 W Cypress Mill Ave, Stillwater, OK 74074",3308 W Cypress Mill Ave,74074,4,3,2297,414000,36.103928,-97.10143
93367939,93367939,https://www.zillow.com/homedetails/1105-E-Dell-Ave-Stillwater-OK-74075/93367939_zpid/,"1105 E Dell Ave, Stillwater, OK 74075",1105 E Dell Ave,74075,3,2,1339,177000,36.141544,-97.044395
2062976602,2062976602,https://www.zillow.com/homedetails/1725-N-Payne-St-Stillwater-OK-74074/2062976602_zpid/,"1725 N Payne St, Stillwater, OK 74074",1725 N Payne St,74074,4,2,1840,251160,0.0,0.0
2066374355,2066374355,https://www.zillow.com/homedetails/1829-E-Franklin-Ave-Stillwater-OK-74075/2066374355_zpid/,"1829 E Franklin Ave, Stillwater, OK 74075",1829 E Franklin Ave,74075,4,2,1917,254815,0.0,0.0
224760870,224760870,https://www.zillow.com/homedetails/715-S-Ridge-Dr-Stillwater-OK-74074/224760870_zpid/,"715 S Ridge Dr, Stillwater, OK 74074",715 S Ridge Dr,74074,3,2,1185,177000,36.11414,-97.084755
2062976597,2062976597,https://www.zillow.com/homedetails/1719-N-Payne-St-Stillwater-OK-74074/2062976597_zpid/,"1719 N Payne St, Stillwater, OK 74074",1719 N Payne St,74074,4,2,1613,231400,0.0,0.0
2062976612,2062976612,https://www.zillow.com/homedetails/1915-E-Moore-Ave-Stillwater-OK-74075/2062976612_zpid/,"1915 E Moore Ave, Stillwater, OK 74075",1915 E Moore Ave,74075,3,2,1355,226990,0.0,0.0
224759062,224759062,https://www.zillow.com/homedetails/1400-N-Perkins-Rd-APT-G55-Stillwater-OK-74075/224759062_zpid/,"1400 N Perkins Rd APT G55, Stillwater, OK 74075",1400 N Perkins Rd APT G55,74075,3,1,1224,71000,36.137405,-97.053734
224763314,224763314,https://www.zillow.com/homedetails/2120-N-Burdick-St-Stillwater-OK-74075/224763314_zpid/,"2120 N Burdick St, Stillwater, OK 74075",2120 N Burdick St,74075,3,2,1625,180000,36.143425,-97.04603
86102127,86102127,https://www.zillow.com/homedetails/4907-W-Vena-Ln-Stillwater-OK-74075/86102127_zpid/,"4907 W Vena Ln, Stillwater, OK 74075",4907 W Vena Ln,74075,3,3,1892,247000,36.13781,-97.12469
